Timestamp,Value
2017-12-16 02:00:00,32.4
2017-12-16 02:30:00,32.4
2017-12-16 03:00:00,32.4
2017-12-16 03:30:00,28.8
2017-12-16 04:00:00,32.4
2017-12-16 04:30:00,32.4
2017-12-16 05:00:00,32.4
2017-12-16 05:30:00,36.0
2017-12-16 06:00:00,36.0
2017-12-16 06:30:00,39.6
2017-12-16 07:00:00,46.8
2017-12-16 07:30:00,46.8
2017-12-16 08:00:00,54.0
2017-12-16 08:30:00,61.2
2017-12-16 09:00:00,57.6
2017-12-16 09:30:00,61.2
2017-12-16 10:00:00,72.0
2017-12-16 10:30:00,68.4
2017-12-16 11:00:00,64.8
2017-12-16 11:30:00,79.2
2017-12-16 12:00:00,72.0
2017-12-16 12:30:00,72.0
2017-12-16 13:00:00,72.0
2017-12-16 13:30:00,72.0
2017-12-16 14:00:00,68.4
2017-12-16 14:30:00,68.4
2017-12-16 15:00:00,68.4
2017-12-16 15:30:00,61.2
2017-12-16 16:00:00,61.2
2017-12-16 16:30:00,64.8
2017-12-16 17:00:00,61.2
2017-12-16 17:30:00,61.2
2017-12-16 18:00:00,64.8
2017-12-16 18:30:00,61.2
2017-12-16 19:00:00,68.4
2017-12-16 19:30:00,64.8
2017-12-16 20:00:00,64.8
2017-12-16 20:30:00,68.4
2017-12-16 21:00:00,61.2
2017-12-16 21:30:00,57.6
2017-12-16 22:00:00,64.8
2017-12-16 22:30:00,57.6
2017-12-16 23:00:00,50.4
2017-12-16 23:30:00,46.8
2017-12-17 00:00:00,39.6
2017-12-17 00:30:00,36.0
2017-12-17 01:00:00,32.4
2017-12-17 01:30:00,32.4
2017-12-17 02:00:00,28.8
2017-12-17 02:30:00,28.8
2017-12-17 03:00:00,28.8
2017-12-17 03:30:00,32.4
2017-12-17 04:00:00,32.4
2017-12-17 04:30:00,32.4
2017-12-17 05:00:00,39.6
2017-12-17 05:30:00,46.8
2017-12-17 06:00:00,46.8
2017-12-17 06:30:00,57.6
2017-12-17 07:00:00,64.8
2017-12-17 07:30:00,68.4
2017-12-17 08:00:00,72.0
2017-12-17 08:30:00,79.2
2017-12-17 09:00:00,86.4
2017-12-17 09:30:00,79.2
2017-12-17 10:00:00,82.8
2017-12-17 10:30:00,82.8
2017-12-17 11:00:00,86.4
2017-12-17 11:30:00,79.2
2017-12-17 12:00:00,79.2
2017-12-17 12:30:00,82.8
2017-12-17 13:00:00,72.0
2017-12-17 13:30:00,72.0
2017-12-17 14:00:00,64.8
2017-12-17 14:30:00,64.8
2017-12-17 15:00:00,61.2
2017-12-17 15:30:00,61.2
2017-12-17 16:00:00,57.6
2017-12-17 16:30:00,64.8
2017-12-17 17:00:00,57.6
2017-12-17 17:30:00,57.6
2017-12-17 18:00:00,61.2
2017-12-17 18:30:00,61.2
2017-12-17 19:00:00,75.6
2017-12-17 19:30:00,72.0
2017-12-17 20:00:00,72.0
2017-12-17 20:30:00,64.8
2017-12-17 21:00:00,61.2
2017-12-17 21:30:00,68.4
2017-12-17 22:00:00,57.6
2017-12-17 22:30:00,57.6
2017-12-17 23:00:00,57.6
2017-12-17 23:30:00,46.8
2017-12-18 00:00:00,39.6
2017-12-18 00:30:00,36.0
2017-12-18 01:00:00,39.6
2017-12-18 01:30:00,32.4
2017-12-18 02:00:00,28.8
2017-12-18 02:30:00,28.8
2017-12-18 03:00:00,28.8
2017-12-18 03:30:00,32.4
2017-12-18 04:00:00,32.4
2017-12-18 04:30:00,36.0
2017-12-18 05:00:00,39.6
2017-12-18 05:30:00,43.2
2017-12-18 06:00:00,50.4
2017-12-18 06:30:00,57.6
2017-12-18 07:00:00,64.8
2017-12-18 07:30:00,57.6
2017-12-18 08:00:00,68.4
2017-12-18 08:30:00,79.2
2017-12-18 09:00:00,72.0
2017-12-18 09:30:00,90.0
2017-12-18 10:00:00,86.4
2017-12-18 10:30:00,86.4
2017-12-18 11:00:00,79.2
2017-12-18 11:30:00,79.2
2017-12-18 12:00:00,86.4
2017-12-18 12:30:00,72.0
2017-12-18 13:00:00,61.2
2017-12-18 13:30:00,64.8
2017-12-18 14:00:00,75.6
2017-12-18 14:30:00,64.8
2017-12-18 15:00:00,64.8
2017-12-18 15:30:00,57.6
2017-12-18 16:00:00,61.2
2017-12-18 16:30:00,61.2
2017-12-18 17:00:00,61.2
2017-12-18 17:30:00,68.4
2017-12-18 18:00:00,68.4
2017-12-18 18:30:00,68.4
2017-12-18 19:00:00,75.6
2017-12-18 19:30:00,68.4
2017-12-18 20:00:00,64.8
2017-12-18 20:30:00,72.0
2017-12-18 21:00:00,68.4
2017-12-18 21:30:00,68.4
2017-12-18 22:00:00,61.2
2017-12-18 22:30:00,57.6
2017-12-18 23:00:00,57.6
2017-12-18 23:30:00,50.4
2017-12-19 00:00:00,43.2
2017-12-19 00:30:00,39.6
2017-12-19 01:00:00,36.0
2017-12-19 01:30:00,28.8
2017-12-19 02:00:00,28.8
2017-12-19 02:30:00,28.8
2017-12-19 03:00:00,28.8
2017-12-19 03:30:00,32.4
2017-12-19 04:00:00,36.0
2017-12-19 04:30:00,39.6
2017-12-19 05:00:00,46.8
2017-12-19 05:30:00,50.4
2017-12-19 06:00:00,54.0
2017-12-19 06:30:00,57.6
2017-12-19 07:00:00,64.8
2017-12-19 07:30:00,68.4
2017-12-19 08:00:00,75.6
2017-12-19 08:30:00,79.2
2017-12-19 09:00:00,72.0
2017-12-19 09:30:00,79.2
2017-12-19 10:00:00,79.2
2017-12-19 10:30:00,82.8
2017-12-19 11:00:00,86.4
2017-12-19 11:30:00,79.2
2017-12-19 12:00:00,79.2
2017-12-19 12:30:00,79.2
2017-12-19 13:00:00,72.0
2017-12-19 13:30:00,75.6
2017-12-19 14:00:00,75.6
2017-12-19 14:30:00,68.4
2017-12-19 15:00:00,72.0
2017-12-19 15:30:00,68.4
2017-12-19 16:00:00,61.2
2017-12-19 16:30:00,68.4
2017-12-19 17:00:00,72.0
2017-12-19 17:30:00,72.0
2017-12-19 18:00:00,72.0
2017-12-19 18:30:00,68.4
2017-12-19 19:00:00,64.8
2017-12-19 19:30:00,72.0
2017-12-19 20:00:00,72.0
2017-12-19 20:30:00,61.2
2017-12-19 21:00:00,68.4
2017-12-19 21:30:00,64.8
2017-12-19 22:00:00,57.6
2017-12-19 22:30:00,61.2
2017-12-19 23:00:00,54.0
2017-12-19 23:30:00,46.8
2017-12-20 00:00:00,46.8
2017-12-20 00:30:00,39.6
2017-12-20 01:00:00,36.0
2017-12-20 01:30:00,32.4
2017-12-20 02:00:00,32.4
2017-12-20 02:30:00,28.8
2017-12-20 03:00:00,32.4
2017-12-20 03:30:00,32.4
2017-12-20 04:00:00,32.4
2017-12-20 04:30:00,39.6
2017-12-20 05:00:00,43.2
2017-12-20 05:30:00,46.8
2017-12-20 06:00:00,46.8
2017-12-20 06:30:00,57.6
2017-12-20 07:00:00,61.2
2017-12-20 07:30:00,72.0
2017-12-20 08:00:00,68.4
2017-12-20 08:30:00,79.2
2017-12-20 09:00:00,82.8
2017-12-20 09:30:00,82.8
2017-12-20 10:00:00,79.2
2017-12-20 10:30:00,79.2
2017-12-20 11:00:00,86.4
2017-12-20 11:30:00,75.6
2017-12-20 12:00:00,75.6
2017-12-20 12:30:00,72.0
2017-12-20 13:00:00,79.2
2017-12-20 13:30:00,72.0
2017-12-20 14:00:00,75.6
2017-12-20 14:30:00,68.4
2017-12-20 15:00:00,64.8
2017-12-20 15:30:00,68.4
2017-12-20 16:00:00,64.8
2017-12-20 16:30:00,64.8
2017-12-20 17:00:00,72.0
2017-12-20 17:30:00,72.0
2017-12-20 18:00:00,75.6
2017-12-20 18:30:00,68.4
2017-12-20 19:00:00,75.6
2017-12-20 19:30:00,72.0
2017-12-20 20:00:00,68.4
2017-12-20 20:30:00,75.6
2017-12-20 21:00:00,68.4
2017-12-20 21:30:00,61.2
2017-12-20 22:00:00,61.2
2017-12-20 22:30:00,61.2
2017-12-20 23:00:00,54.0
2017-12-20 23:30:00,54.0
2017-12-21 00:00:00,43.2
2017-12-21 00:30:00,43.2
2017-12-21 01:00:00,36.0
2017-12-21 01:30:00,32.4
2017-12-21 02:00:00,32.4
2017-12-21 02:30:00,32.4
2017-12-21 03:00:00,32.4
2017-12-21 03:30:00,32.4
2017-12-21 04:00:00,39.6
2017-12-21 04:30:00,39.6
2017-12-21 05:00:00,46.8
2017-12-21 05:30:00,50.4
2017-12-21 06:00:00,57.6
2017-12-21 06:30:00,68.4
2017-12-21 07:00:00,72.0
2017-12-21 07:30:00,82.8
2017-12-21 08:00:00,82.8
2017-12-21 08:30:00,82.8
2017-12-21 09:00:00,100.8
2017-12-21 09:30:00,93.6
2017-12-21 10:00:00,86.4
2017-12-21 10:30:00,90.0
2017-12-21 11:00:00,82.8
2017-12-21 11:30:00,86.4
2017-12-21 12:00:00,72.0
2017-12-21 12:30:00,82.8
2017-12-21 13:00:00,72.0
2017-12-21 13:30:00,75.6
2017-12-21 14:00:00,68.4
2017-12-21 14:30:00,75.6
2017-12-21 15:00:00,64.8
2017-12-21 15:30:00,72.0
2017-12-21 16:00:00,72.0
2017-12-21 16:30:00,61.2
2017-12-21 17:00:00,61.2
2017-12-21 17:30:00,68.4
2017-12-21 18:00:00,68.4
2017-12-21 18:30:00,68.4
2017-12-21 19:00:00,72.0
2017-12-21 19:30:00,68.4
2017-12-21 20:00:00,64.8
2017-12-21 20:30:00,64.8
2017-12-21 21:00:00,64.8
2017-12-21 21:30:00,61.2
2017-12-21 22:00:00,57.6
2017-12-21 22:30:00,54.0
2017-12-21 23:00:00,54.0
2017-12-21 23:30:00,46.8
2017-12-22 00:00:00,50.4
2017-12-22 00:30:00,43.2
2017-12-22 01:00:00,39.6
2017-12-22 01:30:00,36.0
2017-12-22 02:00:00,32.4
2017-12-22 02:30:00,32.4
2017-12-22 03:00:00,32.4
2017-12-22 03:30:00,28.8
2017-12-22 04:00:00,28.8
2017-12-22 04:30:00,32.4
2017-12-22 05:00:00,36.0
2017-12-22 05:30:00,43.2
2017-12-22 06:00:00,50.4
2017-12-22 06:30:00,50.4
2017-12-22 07:00:00,54.0
2017-12-22 07:30:00,61.2
2017-12-22 08:00:00,61.2
2017-12-22 08:30:00,72.0
2017-12-22 09:00:00,68.4
2017-12-22 09:30:00,75.6
2017-12-22 10:00:00,75.6
2017-12-22 10:30:00,79.2
2017-12-22 11:00:00,75.6
2017-12-22 11:30:00,75.6
2017-12-22 12:00:00,72.0
2017-12-22 12:30:00,72.0
2017-12-22 13:00:00,75.6
2017-12-22 13:30:00,79.2
2017-12-22 14:00:00,75.6
2017-12-22 14:30:00,72.0
2017-12-22 15:00:00,72.0
2017-12-22 15:30:00,68.4
2017-12-22 16:00:00,72.0
2017-12-22 16:30:00,64.8
2017-12-22 17:00:00,75.6
2017-12-22 17:30:00,68.4
2017-12-22 18:00:00,68.4
2017-12-22 18:30:00,61.2
2017-12-22 19:00:00,64.8
2017-12-22 19:30:00,64.8
2017-12-22 20:00:00,61.2
2017-12-22 20:30:00,57.6
2017-12-22 21:00:00,54.0
2017-12-22 21:30:00,64.8
2017-12-22 22:00:00,57.6
2017-12-22 22:30:00,50.4
2017-12-22 23:00:00,50.4
2017-12-22 23:30:00,46.8
2017-12-23 00:00:00,43.2
2017-12-23 00:30:00,36.0
2017-12-23 01:00:00,36.0
2017-12-23 01:30:00,36.0
2017-12-23 02:00:00,32.4
2017-12-23 02:30:00,36.0
2017-12-23 03:00:00,32.4
2017-12-23 03:30:00,28.8
2017-12-23 04:00:00,28.8
2017-12-23 04:30:00,32.4
2017-12-23 05:00:00,36.0
2017-12-23 05:30:00,36.0
2017-12-23 06:00:00,39.6
2017-12-23 06:30:00,36.0
2017-12-23 07:00:00,50.4
2017-12-23 07:30:00,54.0
2017-12-23 08:00:00,54.0
2017-12-23 08:30:00,57.6
2017-12-23 09:00:00,61.2
2017-12-23 09:30:00,61.2
2017-12-23 10:00:00,72.0
2017-12-23 10:30:00,68.4
2017-12-23 11:00:00,68.4
2017-12-23 11:30:00,72.0
2017-12-23 12:00:00,72.0
2017-12-23 12:30:00,75.6
2017-12-23 13:00:00,75.6
2017-12-23 13:30:00,72.0
2017-12-23 14:00:00,68.4
2017-12-23 14:30:00,64.8
2017-12-23 15:00:00,57.6
2017-12-23 15:30:00,68.4
2017-12-23 16:00:00,61.2
2017-12-23 16:30:00,61.2
2017-12-23 17:00:00,64.8
2017-12-23 17:30:00,64.8
2017-12-23 18:00:00,61.2
2017-12-23 18:30:00,61.2
2017-12-23 19:00:00,64.8
2017-12-23 19:30:00,64.8
2017-12-23 20:00:00,64.8
2017-12-23 20:30:00,61.2
2017-12-23 21:00:00,61.2
2017-12-23 21:30:00,57.6
2017-12-23 22:00:00,54.0
2017-12-23 22:30:00,54.0
2017-12-23 23:00:00,50.4
2017-12-23 23:30:00,43.2
2017-12-24 00:00:00,43.2
2017-12-24 00:30:00,39.6
2017-12-24 01:00:00,36.0
2017-12-24 01:30:00,32.4
2017-12-24 02:00:00,28.8
2017-12-24 02:30:00,28.8
2017-12-24 03:00:00,28.8
2017-12-24 03:30:00,25.2
2017-12-24 04:00:00,32.4
2017-12-24 04:30:00,32.4
2017-12-24 05:00:00,43.2
2017-12-24 05:30:00,43.2
2017-12-24 06:00:00,54.0
2017-12-24 06:30:00,57.6
2017-12-24 07:00:00,61.2
2017-12-24 07:30:00,68.4
2017-12-24 08:00:00,75.6
2017-12-24 08:30:00,82.8
2017-12-24 09:00:00,79.2
2017-12-24 09:30:00,82.8
2017-12-24 10:00:00,86.4
2017-12-24 10:30:00,97.2
2017-12-24 11:00:00,90.0
2017-12-24 11:30:00,90.0
2017-12-24 12:00:00,72.0
2017-12-24 12:30:00,79.2
2017-12-24 13:00:00,75.6
2017-12-24 13:30:00,64.8
2017-12-24 14:00:00,72.0
2017-12-24 14:30:00,64.8
2017-12-24 15:00:00,64.8
2017-12-24 15:30:00,54.0
2017-12-24 16:00:00,57.6
2017-12-24 16:30:00,61.2
2017-12-24 17:00:00,61.2
2017-12-24 17:30:00,64.8
2017-12-24 18:00:00,64.8
2017-12-24 18:30:00,68.4
2017-12-24 19:00:00,64.8
2017-12-24 19:30:00,72.0
2017-12-24 20:00:00,68.4
2017-12-24 20:30:00,68.4
2017-12-24 21:00:00,68.4
2017-12-24 21:30:00,68.4
2017-12-24 22:00:00,57.6
2017-12-24 22:30:00,61.2
2017-12-24 23:00:00,57.6
2017-12-24 23:30:00,50.4
2017-12-25 00:00:00,46.8
2017-12-25 00:30:00,39.6
2017-12-25 01:00:00,39.6
2017-12-25 01:30:00,36.0
2017-12-25 02:00:00,32.4
2017-12-25 02:30:00,28.8
2017-12-25 03:00:00,28.8
2017-12-25 03:30:00,32.4
2017-12-25 04:00:00,32.4
2017-12-25 04:30:00,36.0
2017-12-25 05:00:00,39.6
2017-12-25 05:30:00,39.6
2017-12-25 06:00:00,50.4
2017-12-25 06:30:00,57.6
2017-12-25 07:00:00,61.2
2017-12-25 07:30:00,68.4
2017-12-25 08:00:00,75.6
2017-12-25 08:30:00,79.2
2017-12-25 09:00:00,75.6
2017-12-25 09:30:00,79.2
2017-12-25 10:00:00,79.2
2017-12-25 10:30:00,79.2
2017-12-25 11:00:00,82.8
2017-12-25 11:30:00,82.8
2017-12-25 12:00:00,72.0
2017-12-25 12:30:00,72.0
2017-12-25 13:00:00,72.0
2017-12-25 13:30:00,72.0
2017-12-25 14:00:00,72.0
2017-12-25 14:30:00,64.8
2017-12-25 15:00:00,64.8
2017-12-25 15:30:00,64.8
2017-12-25 16:00:00,64.8
2017-12-25 16:30:00,72.0
2017-12-25 17:00:00,68.4
2017-12-25 17:30:00,68.4
2017-12-25 18:00:00,68.4
2017-12-25 18:30:00,72.0
2017-12-25 19:00:00,75.6
2017-12-25 19:30:00,72.0
2017-12-25 20:00:00,72.0
2017-12-25 20:30:00,68.4
2017-12-25 21:00:00,68.4
2017-12-25 21:30:00,72.0
2017-12-25 22:00:00,68.4
2017-12-25 22:30:00,57.6
2017-12-25 23:00:00,50.4
2017-12-25 23:30:00,50.4
2017-12-26 00:00:00,46.8
2017-12-26 00:30:00,39.6
2017-12-26 01:00:00,36.0
2017-12-26 01:30:00,32.4
2017-12-26 02:00:00,28.8
2017-12-26 02:30:00,28.8
2017-12-26 03:00:00,28.8
2017-12-26 03:30:00,32.4
2017-12-26 04:00:00,36.0
2017-12-26 04:30:00,39.6
2017-12-26 05:00:00,43.2
2017-12-26 05:30:00,46.8
2017-12-26 06:00:00,54.0
2017-12-26 06:30:00,57.6
2017-12-26 07:00:00,64.8
2017-12-26 07:30:00,72.0
2017-12-26 08:00:00,75.6
2017-12-26 08:30:00,75.6
2017-12-26 09:00:00,79.2
2017-12-26 09:30:00,82.8
2017-12-26 10:00:00,79.2
2017-12-26 10:30:00,93.6
2017-12-26 11:00:00,79.2
2017-12-26 11:30:00,75.6
2017-12-26 12:00:00,75.6
2017-12-26 12:30:00,72.0
2017-12-26 13:00:00,72.0
2017-12-26 13:30:00,75.6
2017-12-26 14:00:00,72.0
2017-12-26 14:30:00,72.0
2017-12-26 15:00:00,72.0
2017-12-26 15:30:00,68.4
2017-12-26 16:00:00,64.8
2017-12-26 16:30:00,64.8
2017-12-26 17:00:00,72.0
2017-12-26 17:30:00,68.4
2017-12-26 18:00:00,64.8
2017-12-26 18:30:00,72.0
2017-12-26 19:00:00,68.4
2017-12-26 19:30:00,68.4
2017-12-26 20:00:00,68.4
2017-12-26 20:30:00,68.4
2017-12-26 21:00:00,75.6
2017-12-26 21:30:00,68.4
2017-12-26 22:00:00,61.2
2017-12-26 22:30:00,57.6
2017-12-26 23:00:00,57.6
2017-12-26 23:30:00,54.0
2017-12-27 00:00:00,46.8
2017-12-27 00:30:00,43.2
2017-12-27 01:00:00,39.6
2017-12-27 01:30:00,32.4
2017-12-27 02:00:00,28.8
2017-12-27 02:30:00,28.8
2017-12-27 03:00:00,32.4
2017-12-27 03:30:00,32.4
2017-12-27 04:00:00,32.4
2017-12-27 04:30:00,36.0
2017-12-27 05:00:00,39.6
2017-12-27 05:30:00,50.4
2017-12-27 06:00:00,57.6
2017-12-27 06:30:00,61.2
2017-12-27 07:00:00,64.8
2017-12-27 07:30:00,68.4
2017-12-27 08:00:00,72.0
2017-12-27 08:30:00,72.0
2017-12-27 09:00:00,79.2
2017-12-27 09:30:00,72.0
2017-12-27 10:00:00,75.6
2017-12-27 10:30:00,82.8
2017-12-27 11:00:00,79.2
2017-12-27 11:30:00,79.2
2017-12-27 12:00:00,75.6
2017-12-27 12:30:00,79.2
2017-12-27 13:00:00,72.0
2017-12-27 13:30:00,68.4
2017-12-27 14:00:00,72.0
2017-12-27 14:30:00,61.2
2017-12-27 15:00:00,72.0
2017-12-27 15:30:00,68.4
2017-12-27 16:00:00,68.4
2017-12-27 16:30:00,68.4
2017-12-27 17:00:00,64.8
2017-12-27 17:30:00,64.8
2017-12-27 18:00:00,72.0
2017-12-27 18:30:00,64.8
2017-12-27 19:00:00,72.0
2017-12-27 19:30:00,72.0
2017-12-27 20:00:00,79.2
2017-12-27 20:30:00,68.4
2017-12-27 21:00:00,75.6
2017-12-27 21:30:00,68.4
2017-12-27 22:00:00,68.4
2017-12-27 22:30:00,64.8
2017-12-27 23:00:00,54.0
2017-12-27 23:30:00,46.8
2017-12-28 00:00:00,46.8
2017-12-28 00:30:00,43.2
2017-12-28 01:00:00,36.0
2017-12-28 01:30:00,32.4
2017-12-28 02:00:00,32.4
2017-12-28 02:30:00,32.4
2017-12-28 03:00:00,32.4
2017-12-28 03:30:00,32.4
2017-12-28 04:00:00,32.4
2017-12-28 04:30:00,43.2
2017-12-28 05:00:00,50.4
2017-12-28 05:30:00,54.0
2017-12-28 06:00:00,57.6
2017-12-28 06:30:00,61.2
2017-12-28 07:00:00,68.4
2017-12-28 07:30:00,75.6
2017-12-28 08:00:00,82.8
2017-12-28 08:30:00,86.4
2017-12-28 09:00:00,93.6
2017-12-28 09:30:00,90.0
2017-12-28 10:00:00,93.6
2017-12-28 10:30:00,93.6
2017-12-28 11:00:00,86.4
2017-12-28 11:30:00,79.2
2017-12-28 12:00:00,75.6
2017-12-28 12:30:00,75.6
2017-12-28 13:00:00,79.2
2017-12-28 13:30:00,68.4
2017-12-28 14:00:00,75.6
2017-12-28 14:30:00,68.4
2017-12-28 15:00:00,68.4
2017-12-28 15:30:00,72.0
2017-12-28 16:00:00,68.4
2017-12-28 16:30:00,64.8
2017-12-28 17:00:00,64.8
2017-12-28 17:30:00,68.4
2017-12-28 18:00:00,68.4
2017-12-28 18:30:00,72.0
2017-12-28 19:00:00,64.8
2017-12-28 19:30:00,68.4
2017-12-28 20:00:00,68.4
2017-12-28 20:30:00,68.4
2017-12-28 21:00:00,72.0
2017-12-28 21:30:00,61.2
2017-12-28 22:00:00,61.2
2017-12-28 22:30:00,57.6
2017-12-28 23:00:00,54.0
2017-12-28 23:30:00,46.8
2017-12-29 00:00:00,50.4
2017-12-29 00:30:00,43.2
2017-12-29 01:00:00,39.6
2017-12-29 01:30:00,39.6
2017-12-29 02:00:00,36.0
2017-12-29 02:30:00,32.4
2017-12-29 03:00:00,36.0
2017-12-29 03:30:00,36.0
2017-12-29 04:00:00,36.0
2017-12-29 04:30:00,36.0
2017-12-29 05:00:00,36.0
2017-12-29 05:30:00,43.2
2017-12-29 06:00:00,46.8
2017-12-29 06:30:00,54.0
2017-12-29 07:00:00,54.0
2017-12-29 07:30:00,54.0
2017-12-29 08:00:00,64.8
2017-12-29 08:30:00,64.8
2017-12-29 09:00:00,68.4
2017-12-29 09:30:00,72.0
2017-12-29 10:00:00,82.8
2017-12-29 10:30:00,75.6
2017-12-29 11:00:00,79.2
2017-12-29 11:30:00,72.0
2017-12-29 12:00:00,72.0
2017-12-29 12:30:00,79.2
2017-12-29 13:00:00,75.6
2017-12-29 13:30:00,68.4
2017-12-29 14:00:00,72.0
2017-12-29 14:30:00,72.0
2017-12-29 15:00:00,72.0
2017-12-29 15:30:00,68.4
2017-12-29 16:00:00,68.4
2017-12-29 16:30:00,72.0
2017-12-29 17:00:00,72.0
2017-12-29 17:30:00,68.4
2017-12-29 18:00:00,68.4
2017-12-29 18:30:00,68.4
2017-12-29 19:00:00,64.8
2017-12-29 19:30:00,61.2
2017-12-29 20:00:00,64.8
2017-12-29 20:30:00,61.2
2017-12-29 21:00:00,61.2
2017-12-29 21:30:00,54.0
2017-12-29 22:00:00,54.0
2017-12-29 22:30:00,50.4
2017-12-29 23:00:00,50.4
2017-12-29 23:30:00,43.2
2017-12-30 00:00:00,43.2
2017-12-30 00:30:00,39.6
2017-12-30 01:00:00,39.6
2017-12-30 01:30:00,39.6
2017-12-30 02:00:00,36.0
2017-12-30 02:30:00,32.4
2017-12-30 03:00:00,28.8
2017-12-30 03:30:00,28.8
2017-12-30 04:00:00,32.4
2017-12-30 04:30:00,32.4
2017-12-30 05:00:00,36.0
2017-12-30 05:30:00,36.0
2017-12-30 06:00:00,43.2
2017-12-30 06:30:00,43.2
2017-12-30 07:00:00,46.8
2017-12-30 07:30:00,50.4
2017-12-30 08:00:00,54.0
2017-12-30 08:30:00,57.6
2017-12-30 09:00:00,61.2
2017-12-30 09:30:00,64.8
2017-12-30 10:00:00,72.0
2017-12-30 10:30:00,75.6
2017-12-30 11:00:00,72.0
2017-12-30 11:30:00,64.8
2017-12-30 12:00:00,72.0
2017-12-30 12:30:00,68.4
2017-12-30 13:00:00,68.4
2017-12-30 13:30:00,68.4
2017-12-30 14:00:00,64.8
2017-12-30 14:30:00,68.4
2017-12-30 15:00:00,61.2
2017-12-30 15:30:00,68.4
2017-12-30 16:00:00,57.6
2017-12-30 16:30:00,61.2
2017-12-30 17:00:00,61.2
2017-12-30 17:30:00,68.4
2017-12-30 18:00:00,64.8
2017-12-30 18:30:00,68.4
2017-12-30 19:00:00,64.8
2017-12-30 19:30:00,68.4
2017-12-30 20:00:00,72.0
2017-12-30 20:30:00,64.8
2017-12-30 21:00:00,61.2
2017-12-30 21:30:00,61.2
2017-12-30 22:00:00,61.2
2017-12-30 22:30:00,50.4
2017-12-30 23:00:00,50.4
2017-12-30 23:30:00,46.8
2017-12-31 00:00:00,43.2
2017-12-31 00:30:00,39.6
2017-12-31 01:00:00,32.4
2017-12-31 01:30:00,28.8
2017-12-31 02:00:00,32.4
2017-12-31 02:30:00,28.8
2017-12-31 03:00:00,28.8
2017-12-31 03:30:00,28.8
2017-12-31 04:00:00,32.4
2017-12-31 04:30:00,36.0
2017-12-31 05:00:00,39.6
2017-12-31 05:30:00,43.2
2017-12-31 06:00:00,50.4
2017-12-31 06:30:00,54.0
2017-12-31 07:00:00,61.2
2017-12-31 07:30:00,64.8
2017-12-31 08:00:00,75.6
2017-12-31 08:30:00,75.6
2017-12-31 09:00:00,82.8
2017-12-31 09:30:00,86.4
2017-12-31 10:00:00,90.0
2017-12-31 10:30:00,82.8
2017-12-31 11:00:00,75.6
2017-12-31 11:30:00,93.6
2017-12-31 12:00:00,82.8
2017-12-31 12:30:00,82.8
2017-12-31 13:00:00,79.2
2017-12-31 13:30:00,68.4
2017-12-31 14:00:00,64.8
2017-12-31 14:30:00,64.8
2017-12-31 15:00:00,68.4
2017-12-31 15:30:00,61.2
2017-12-31 16:00:00,61.2
2017-12-31 16:30:00,64.8
2017-12-31 17:00:00,61.2
2017-12-31 17:30:00,68.4
2017-12-31 18:00:00,68.4
2017-12-31 18:30:00,64.8
2017-12-31 19:00:00,68.4
2017-12-31 19:30:00,68.4
2017-12-31 20:00:00,72.0
2017-12-31 20:30:00,72.0
2017-12-31 21:00:00,72.0
2017-12-31 21:30:00,68.4
2017-12-31 22:00:00,61.2
2017-12-31 22:30:00,57.6
2017-12-31 23:00:00,57.6
2017-12-31 23:30:00,50.4
